Article_Number,Spatial_Scale,Primary_Enviro_Variable,Secondary_Enviro_Variable,Primary_Management_Type,Secondary_Management_Type,Third_Management_Type,Primary_Farm_Type,Secondary_Farm_Type,Primary_Farm_Specific,Secondary_Farm_Specific,Continent,Country,Climate,Biome,Lat,Long,Primary_Habitat,Secondary_Habitat,Primary_Taxon,Secondary_Taxon,Third_Taxon,Primary_Ecosystem_Service,Secondary_Ecosystem_Service,Primary_Method,Secondary_Method,Third_Method,Primary_Result,Secondary_Result,Third_Result,Fourth_Result,Functional_Groups,Primary_Functional,Secondary_Functional,Third_Functional,Notes
235,No_Enviro_Variable,NA,NA,Conventional,NA,NA,Orchid,NA,Avocado,NA,South_America,Chile,Temperate,Temperate_Forest,-33.7,-71,NA,NA,Hymenoptera,Diptera,Coleoptera,Pollination,NA,Visual,NA,NA,Insect_Flower_Interactions,NA,NA,NA,No,NA,NA,NA,
236,Site,Soil_Properties,Proportion_Veg,Organic,Conventional,NA,Agroforestry,NA,Tea_Plantation,NA,Asia,India,Tropical_Subtropical,Tropical_Subtropical_Forest,26.8946,88.1453,Moist_Deciduous_Forest,Evergreen_Forest,Surface_Active,NA,NA,Biodiversity_Ecosystem_Resilience,NA,Pitfall_trap,NA,NA,Abundance,Richness,Diversity,Composition,No,NA,NA,NA,
237,Site,Flower_Abundance,NA,Conventional,NA,NA,Cropping,NA,Maize,Soybean,North_America,USA,Temperate,Temperate_Grasslands,NA,NA,NA,NA,Hymenoptera,NA,NA,Pollination,NA,Visual,NA,NA,Abundance,Survival,NA,NA,No,NA,NA,NA,
238,Site,Proportion_Habitat,NA,Low_Input,NA,NA,Veg_Fruit_Ground,NA,Cabbage,NA,Asia,South_Korea,Temperate,Temperate_Forest,38.216667,128.083333,Forest,NA,Plant_Dwelling,NA,NA,Pests_Herbivory,NA,Exclusion,Visual,NA,Density,Biomass,Herbivory_Rate,NA,No,NA,NA,NA,
239,Site,Proportion_Veg,NA,Organic,Conventional,IPM,Orchid,NA,Citrus,NA,Oceania,Australia,Desert,Desert,-34.183333,140,NA,NA,Endogeic_Community,NA,NA,Pests_Herbivory,NA,Soil_Monoliths,NA,NA,Abundance,NA,NA,NA,Yes,Specialised_Or_Not,NA,NA,
240,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Cropping,NA,Cotton,NA,Asia,China,Temperate,Temperate_Forest,40.174167,116.615278,NA,NA,Plant_Dwelling,NA,NA,Pests_Herbivory,NA,Visual,NA,NA,Richness,Abundance,Evenness,Dominance_Index,No,NA,NA,NA,
241,No_Enviro_Variable,NA,NA,Organic,IPM,NA,Silvoarable,NA,Acacia_Plantation,Wheat,Europe,England,Temperate,Temperate_Forest,NA,NA,NA,NA,Hymenoptera,Diptera,NA,Pollination,NA,Pan_trap,NA,NA,Diversity,Richness,NA,NA,Yes,Wing_Size,Generations_per_year,Flight_Length,
242,Site,Flower_Species,NA,Intensively_Managed,NA,NA,Cropping,Veg_Fruit_Ground,Cereal,Sugar_Beet,Europe,England,Temperate,Temperate_Forest,NA,NA,Woody_Thicket,NA,Hymenoptera,Diptera,Lepidoptera,Pollination,NA,Light_trap,Visual,Photo_Time_Lapse,NA,Diversity,Insect_Flower_Interactions,NA,Yes,Social_Behaviour,NA,NA,
243,Both,Proportion_Habitat,Water_Properties,Unspecified,NA,NA,Cropping,NA,Grass_for_Hay,Various_Crops,Europe,Germany,Temperate,Temperate_Forest,NA,NA,Grassland,Moist_Deciduous_Forest,Water_Community,NA,NA,Biodiversity_Ecosystem_Resilience,NA,Pond_Dipping_Net,NA,NA,Diversity,Composition,Richness,NA,No,NA,NA,NA,
244,Site,Proportion_Flowers,Veg_Height,Conventional,NA,NA,Cropping,NA,Various_Crops,NA,Europe,England,Temperate,Temperate_Forest,51.394167,-0.918889,NA,NA,Arachnida,NA,NA,Natural_Enemies,NA,Suction,NA,NA,Abundance,Richness,Diversity,Evenness,No,NA,NA,NA,
245,Site,Veg_Height,NA,Low_Input,NA,NA,Cropping,NA,Rice,NA,Europe,Italy,Temperate,Temperate_Forest,45.312506,8.588481,NA,NA,Odonata,NA,NA,Biodiversity_Ecosystem_Resilience,NA,Sweep_Netting,NA,NA,Richness,Abundance,NA,NA,No,NA,NA,NA,
246,Site,Flower_Species_Rich,Flower_Abundance,Conventional,NA,NA,Cropping,NA,Various_Crops,NA,Europe,England,Temperate,Temperate_Forest,NA,NA,Forest,NA,Hymenoptera,NA,NA,Pollination,NA,Visual,NA,NA,Abundance,Insect_Flower_Interactions,NA,NA,No,NA,NA,NA,
247,Site,Flower_Abundance,Proportion_Flowers,Unspecified,NA,NA,Cropping,NA,Wheat,Sugar_Beet,Europe,England,Temperate,Temperate_Forest,NA,NA,Moist_Deciduous_Forest,Conifer_Forests,Hymenoptera,Diptera,NA,Pollination,NA,Visual,Pan_trap,Photo_Time_Lapse,Abundance,Richness,Composition,NA,No,NA,NA,NA,
248,Landscape,Landscape_Complexity,NA,Organic,Conventional,,Cropping,NA,Barely,NA,Europe,Sweden,Boreal,Boreal,NA,NA,Grassland,NA,Hemiptera,Arachnida,Parasitoid,Biological_Control,NA,Suction,Visual,NA,Predation_Rate,Abundance,Parasitism,Composition,No,NA,NA,NA,
249,Both,Proportion_Habitat,Proportion_Farming,Organic,Conventional,Low_Input,Cropping,NA,Rice,NA,Asia,Japan,Temperate,Temperate_Forest,NA,NA,Forest,NA,Arachnida,Coleoptera,Odonata,Bio_Indicators,NA,Pond_Dipping_Net,Sweep_Netting,Visual,Abundance,NA,NA,NA,No,NA,NA,NA,
250,Both,Proportion_Farming,Proportion_Veg,Organic,Conventional,NA,Veg_Fruit_Ground,NA,Vineyard,NA,Europe,France,Temperate,Temperate_Forest,NA,NA,NA,NA,Lepidoptera,Parasitoid,NA,Biological_Control,NA,Visual,NA,NA,Parasitism,Composition,NA,NA,No,NA,NA,NA,
251,Both,Flower_Abundance,Proportion_Habitat,Organic,Conventional,NA,Livestock,NA,Dairy,NA,Europe,Ireland,Temperate,Temperate_Forest,NA,NA,Grassland,Woodland,Diptera,NA,NA,Pollination,Natural_Enemies,Visual,Pan_trap,NA,Richness,Abundance,NA,NA,No,NA,NA,NA,
252,Landscape,Proportion_Habitat,Proportion_Farming,Organic,Conventional,NA,Veg_Fruit_Ground,NA,Vineyard,NA,Europe,France,Temperate,Temperate_Forest,45.35,-0.233333,Grassland,Forest,Lepidoptera,NA,NA,Biological_Control,NA,Sentinel_Artificial_Prey,NA,NA,Predation_Rate,NA,NA,NA,No,NA,NA,NA,
253,Both,Proportion_Habitat,NA,Organic,Conventional,NA,Veg_Fruit_Ground,NA,Vineyard,NA,Europe,Italy,Temperate,Temperate_Forest,45.653333,12.4275,NA,NA,Hymenoptera,Lepidoptera,Diptera,Pollination,NA,Pan_trap,Visual,NA,Insect_Flower_Interactions,Richness,Abundance,Composition,No,NA,NA,NA,
254,Both,Proportion_Habitat,Flower_Abundance,Organic,Conventional,NA,Veg_Fruit_Ground,NA,Vineyard,NA,Multiple,Multiple,Mediterrane,Mediterrane,NA,NA,NA,NA,Hymenoptera,NA,NA,Pollination,NA,Pan_trap,NA,NA,Abundance,Richness,NA,NA,No,NA,NA,NA,
255,No_Enviro_Variable,NA,NA,Organic,Conventional,NA,Cropping,NA,Oats,NA,Europe,Sweden,Temperate,Temperate_Forest,58.343889,13.10375,NA,NA,Arachnida,Coleoptera,Aphididae,Biological_Control,NA,Exclusion,NA,NA,Abundance,Predation_Rate,NA,NA,No,NA,NA,NA,
256,No_Enviro_Variable,NA,NA,Organic,Conventional,NA,Cropping,NA,Maize,Bean,Africa,Kenya,Tropical_Subtropical,Tropical_Subtropical_Grasslands,NA,NA,NA,NA,Nematoda,NA,NA,Decomp_Soil_Properties,NA,Baermann_Technique,NA,NA,Richness,Diversity,Abundance,NA,Yes,Trophic_Group,NA,NA,
257,No_Enviro_Variable,NA,NA,Organic,Conventional,NA,Cropping,NA,Rice,NA,Asia,China,Tropical_Subtropical,Tropical_Subtropical_Forest,28.978444,121.351611,Forest,NA,Hemiptera,Plant_Dwelling,NA,Biological_Control,NA,Sweep_Netting,NA,NA,Richness,Abundance,Composition,Evenness,Yes,Trophic_Group,NA,NA,
258,Both,Proportion_Veg,Proportion_Habitat,Organic,Conventional,NA,Veg_Fruit_Ground,NA,Vineyard,NA,Europe,Italy,Temperate,Temperate_Forest,NA,NA,Grassland,Forest,Coleoptera,Arachnida,NA,Natural_Enemies,NA,Pitfall_trap,NA,NA,Richness,Abundance,NA,NA,Yes,Hunting_Style,Wing_Size,NA,
259,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Orchid,NA,Various_Fruits,NA,Asia,Iran,Desert,Desert,36.789461,54.366669,Forest,Grassland,Hymenoptera,NA,NA,Natural_Enemies,NA,Malaise_Trap,NA,NA,Diversity,Evenness,Richness,Composition,Yes,Trophic_Group,NA,NA,
260,Landscape,Habitat_Connectivity,Proportion_Habitat,Unspecified,NA,NA,Cropping,NA,Wheat,NA,Asia,China,Temperate,Temperate_Forest,NA,NA,Woodland,NA,Aphididae,NA,NA,Biological_Control,NA,Visual,NA,NA,Diversity,Parasitism,NA,NA,No,NA,NA,NA,
261,Landscape,Proportion_Habitat,NA,Organic,Conventional,NA,Veg_Fruit_Ground,NA,Cabbage,NA,Asia,South_Korea,Temperate,Temperate_Forest,38.216667,128.083333,Moist_Deciduous_Forest,Riparian,Aphididae,Plant_Dwelling,Surface_Active,Biological_Control,NA,Exclusion,Pitfall_trap,Visual,Density,Population_Change,Parasitism,NA,No,NA,NA,NA,
262,Site,Flower_Avalibility,NA,Low_Input,NA,NA,Cropping,NA,Wheat,NA,Europe,Belgium,Temperate,Temperate_Forest,50.5675,4.7075,Grassland,NA,Aphididae,Plant_Dwelling,Flying_Community,Biological_Control,NA,Pan_trap,Visual,NA,Abundance,NA,NA,NA,No,NA,NA,NA,
263,Site,Soil_Properties,NA,Unspecified,NA,NA,Cropping,NA,Wheat,NA,Europe,Austria,Temperate,Temperate_Forest,NA,NA,NA,NA,Opisthopora,Collembola,NA,Decomp_Soil_Properties,NA,Toothpick,Pitfall_trap,NA,Activity,NA,NA,NA,No,NA,NA,NA,"Toothpick = placed toothpicks in soil and when worms come to surface they knock toothpicks over, therfore knocked over toothpicks as a proxy for activity"
264,Site,Veg_Diversity,NA,Conventional,NA,NA,Orchid,NA,Peach,NA,Asia,China,Temperate,Temperate_Forest,31.03,121.41,NA,NA,Plant_Dwelling,NA,NA,Biological_Control,NA,Beat_Sheet,NA,NA,Abundance,Niche_Breadth,NA,NA,No,NA,NA,NA,
265,Landscape,Isolation,NA,Unspecified,NA,NA,Cropping,Agroforestry,Rice,Various_AgForestry,Asia,Philippines,Tropical_Subtropical,Tropical_Subtropical_Forest,NA,NA,NA,NA,Hymenoptera,NA,NA,Pollination,NA,Visual,NA,NA,Diversity,Richness,Abundance,Insect_Flower_Interactions,Yes,Size,Nesting_Strategy,Tongue_Length,
266,Site,Veg_Diversity,NA,Unspecified,NA,NA,Veg_Fruit_Ground,Cropping,Bean,Maize,Africa,Tanzania,Tropical_Subtropical,Tropical_Subtropical_Grasslands,-3.166667,37.166667,NA,NA,Plant_Dwelling,Flying_Community,Aphididae,Natural_Enemies,NA,Sweep_Netting,Sticky_Traps,Visual,Abundance,NA,NA,NA,No,NA,NA,NA,
267,Site,Soil_Properties,NA,Conventional,NA,NA,Veg_Fruit_Ground,NA,Strawberry,NA,Europe,Germany,Temperate,Temperate_Forest,NA,NA,NA,NA,Endogeic_Community,Surface_Active,NA,Decomp_Soil_Properties,NA,Pitfall_trap,Soil_Monoliths,NA,Diversity,Activity,Abundance,Composition,No,NA,NA,NA,
268,Landscape,Proportion_Habitat,NA,Unspecified,NA,NA,Orchid,NA,Apple,NA,North_America,Canada,Temperate,Temperate_Forest,NA,NA,Forest,Meadow,Hymenoptera,NA,NA,Pollination,NA,Sweep_Netting,Visual,NA,Abundance,Composition,Diversity,NA,Yes,Size,Social_Behaviour,Foraging_Type,
269,Landscape,Distance_To_Habitat,NA,Organic,Conventional,NA,Orchid,NA,Mango,NA,Africa,South_Africa,Tropical_Subtropical,Tropical_Subtropical_Grasslands,-24.516667,30.733333,NA,NA,Hymenoptera,Formicidae,NA,Pollination,NA,Visual,Exclusion,NA,Abundance,Richness,Insect_Flower_Interactions,NA,No,NA,NA,NA,
270,No_Enviro_Variable,NA,NA,Low_Input,NA,NA,Veg_Fruit_Ground,NA,Blueberry,NA,North_America,USA,Temperate,Temperate_Forest,NA,NA,Forest,Wetland,Hymenoptera,NA,NA,Pollination,NA,Visual,NA,NA,Abundance,NA,NA,NA,Yes,Size,NA,NA,
271,Landscape,Proportion_Habitat,NA,Intensity_Gradient,NA,NA,Orchid,NA,Cherry,NA,Europe,Belgium,Temperate,Temperate_Forest,NA,NA,Grassland,Forest,Hymenoptera,NA,NA,Pollination,NA,Visual,NA,NA,Abundance,Richness,NA,NA,No,NA,NA,NA,
272,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Unspecified,NA,Unspecified,NA,North_America,USA,Temperate,Temperate_Forest,NA,NA,NA,NA,Hymenoptera,Lepidoptera,Diptera,Pollination,NA,Visual,Suction,NA,Abundance,Richness,NA,NA,No,NA,NA,NA,
273,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Orchid,Veg_Fruit_Ground,Apple,Various_Fruits,Europe,Slovenia,Temperate,Temperate_Forest,46.16735,14.680169,NA,NA,Hymenoptera,Diptera,NA,Pollination,NA,Visual,NA,NA,Activity,Composition,NA,NA,No,NA,NA,NA,
274,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Cropping,NA,Wheat,NA,Europe,France,Temperate,Temperate_Forest,49.35,2.15,Woodland,NA,Coleoptera,Arachnida,NA,Natural_Enemies,NA,Pitfall_trap,NA,NA,Abundance,Richness,Evenness,NA,No,NA,NA,NA,
275,Site,Soil_Properties,NA,Unspecified,NA,NA,Cropping,NA,Wheat,NA,South_America,Brazil,Tropical_Subtropical,Tropical_Subtropical_Forest,-2.321389,-44.428333,Forest,NA,Endogeic_Community,NA,NA,Decomp_Soil_Properties,NA,Soil_Monoliths,NA,NA,Composition,Density,Richness,NA,No,NA,NA,NA,
276,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Cropping,NA,Maize,Soybean,North_America,USA,Temperate,Temperate_Grasslands,NA,NA,Prairie,NA,Flying_Community,Plant_Dwelling,NA,Biodiversity_Ecosystem_Resilience,NA,Sweep_Netting,Suction,NA,Richness,Abundance,NA,NA,No,NA,NA,NA,
277,Landscape,Proportion_Habitat,NA,Conventional,Minimal_Management,NA,Veg_Fruit_Ground,NA,Vineyard,NA,Europe,France,Temperate,Temperate_Forest,NA,NA,Grassland,Woodland,Arachnida,Lepidoptera,Hemiptera,Biological_Control,NA,Beat_Sheet,Visual,eDNA_Gut_Analysis,Density,Predation_Rate,NA,NA,No,NA,NA,NA,
278,Both,Distance_To_Habitat,Veg_Height,Unspecified,NA,NA,Agroforestry,NA,Oil_Palm_Plantation,Rubber_Plantation,Asia,Malaysia,Tropical_Subtropical,Tropical_Subtropical_Forest,2.6203,102.057744,Forest,NA,Plant_Dwelling,NA,NA,Biological_Control,NA,Sentinel_Artificial_Prey,NA,NA,Predation_Rate,NA,NA,NA,No,NA,NA,NA,
279,No_Enviro_Variable,NA,NA,Conventional,IPM,NA,Cropping,NA,Maize,NA,Multiple,Multiple,Various,Various,NA,NA,NA,NA,Plant_Dwelling,NA,NA,Biological_Control,NA,Sentinel_Artificial_Prey,NA,NA,Predation_Rate,NA,NA,NA,No,NA,NA,NA,
280,Landscape,Proportion_Habitat,NA,Conventional,NA,NA,Cropping,NA,Cereal,NA,Europe,Sweden,Boreal,Boreal,NA,NA,Grassland,NA,Surface_Active,Plant_Dwelling,NA,Biological_Control,NA,Exclusion,Sentinel_Artificial_Prey,NA,Predation_Rate,NA,NA,NA,No,NA,NA,NA,
281,No_Enviro_Variable,NA,NA,Low_Input,NA,NA,Veg_Fruit_Ground,NA,Vineyard,NA,Oceania,Australia,Mediterrane,Mediterrane,NA,NA,NA,NA,Surface_Active,Plant_Dwelling,NA,Biological_Control,NA,Sweep_Netting,Beat_Sheet,Pitfall_trap,Richness,Abundance,NA,NA,Yes,Trophic_Group,NA,NA,
282,No_Enviro_Variable,NA,NA,Organic,Conventional,NA,Cropping,NA,Wheat,Barely,Europe,France,Temperate,Temperate_Forest,NA,NA,NA,NA,Coleoptera,Arachnida,NA,Natural_Enemies,NA,Pitfall_trap,NA,NA,Activity,Richness,NA,NA,Yes,Trophic_Group,NA,NA,
283,No_Enviro_Variable,NA,NA,AgEnviroScheme,Ecological_Compensation_Areas,NA,Cropping,NA,Grass_for_Hay,NA,Europe,Switzerland,Temperate,Temperate_Forest,NA,NA,Meadow,Forest,Hymenoptera,NA,NA,Pollination,NA,Pan_trap,NA,NA,Abundance,Richness,Diversity,NA,No,NA,NA,NA,
284,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Unspecified,NA,Unspecified,NA,Europe,Sweden,Temperate,Temperate_Forest,NA,NA,Forest,Wetland,Surface_Active,Flying_Community,NA,Biodiversity_Ecosystem_Resilience,NA,Pitfall_trap,Pan_trap,Malaise_Trap,Richness,Diversity,Abundance,NA,Yes,Trophic_Group,NA,NA,
285,Both,Proportion_Flowers,Proportion_Habitat,Organic,Conventional,NA,Cropping,NA,Barely,Wheat,Europe,Sweden,Boreal,Boreal,NA,NA,Grassland,NA,Hymenoptera,NA,NA,Pollination,NA,Visual,NA,NA,Richness,Abundance,NA,NA,No,NA,NA,NA,
286,Site,Flower_Species_Rich,NA,Unspecified,NA,NA,Cropping,NA,Maize,Soybean,North_America,USA,Temperate,Temperate_Grasslands,40.33749,-92.2492,NA,NA,Hymenoptera,NA,NA,Pollination,NA,Vane_Trap,Visual,NA,Abundance,Richness,NA,NA,No,NA,NA,NA,
287,Site,Proportion_Veg,NA,IPM,Organic,NA,Orchid,NA,Kiwi,NA,Oceania,New_Zealand,Temperate,Temperate_Forest,NA,NA,NA,NA,Surface_Active,NA,NA,Biodiversity_Ecosystem_Resilience,NA,Pitfall_trap,NA,NA,Diversity,Richness,Abundance,Composition,Yes,Trophic_Group,NA,NA,
288,Site,Landscape_Complexity,NA,Unspecified,NA,NA,Agroforestry,Livestock,Oil_Palm_Plantation,Cattle_Grazing,South_America,Colombia,Tropical_Subtropical,Tropical_Subtropical_Forest,NA,NA,Forest,Grassland,Coleoptera,NA,NA,Decomp_Soil_Properties,NA,Baited_Pitfall,NA,NA,Richness,Diversity,Abundance,NA,Yes,Size,Diet,Time_Active,
289,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Agroforestry,NA,Oil_Palm_Plantation,NA,Asia,Indonesia,Tropical_Subtropical,Tropical_Subtropical_Forest,0.932222,101.185,Forest,NA,Endogeic_Community,Surface_Active,NA,Decomp_Soil_Properties,NA,Soil_Monoliths,Leaf_Litter_Sample,NA,Richness,Abundance,Composition,NA,No,NA,NA,NA,
290,No_Enviro_Variable,NA,NA,Organic,Conventional,NA,Livestock,NA,Dairy,NA,Europe,Netherlands,Temperate,Temperate_Forest,52.140583,4.838778,Grassland,NA,Coleoptera,Diptera,Opisthopora,Decomp_Soil_Properties,NA,Artifical_Dung_Pat,Pitfall_trap,Soil_Monoliths,Abundance,NA,NA,NA,No,NA,NA,NA,
291,Landscape,Proportion_Habitat,Landscape_Complexity,Mixed_Input,NA,NA,Cropping,NA,Oilseed_Rape_Fields,Silver_Grass,Europe,Ireland,Temperate,Temperate_Forest,NA,NA,Grassland,Woodland,Hymenoptera,Coleoptera,Diptera,Biodiversity_Ecosystem_Resilience,NA,Pitfall_trap,Pan_trap,NA,Richness,Diversity,Abundance,NA,No,NA,NA,NA,
292,Both,Proportion_Habitat,Tree_Richness,Unspecified,NA,NA,Agroforestry,NA,Coffee,NA,North_America,Mexico,Tropical_Subtropical,Tropical_Subtropical_Forest,15.202,-92.383,Evergreen_Forest,NA,Arachnida,NA,NA,Natural_Enemies,NA,Pitfall_trap,NA,NA,Richness,Abundance,Composition,NA,Yes,Hunting_Style,NA,NA,
293,Site,Soil_Properties,NA,Intensity_Gradient,NA,NA,Silvopastoral,NA,Unspecified,NA,North_America,Mexico,Tropical_Subtropical,Tropical_Subtropical_Forest,19.215278,-96.525833,Forest,NA,Coleoptera,NA,NA,Bio_Indicators,NA,Baited_Pitfall,NA,NA,Abundance,Biomass,Richness,Composition,No,NA,NA,NA,
294,Both,Landscape_Complexity,Proportion_Flowers,Intensity_Gradient,NA,NA,Veg_Fruit_Ground,NA,Vineyard,NA,Europe,Multiple,Various,Various,NA,NA,NA,NA,Hymenoptera,NA,NA,Pollination,NA,Visual,NA,NA,Abundance,Diversity,Richness,Composition,Yes,Nesting_Strategy,Social_Behaviour,Size,
295,No_Enviro_Variable,NA,NA,Organic,NA,NA,Veg_Fruit_Ground,NA,Strawberry,NA,North_America,USA,Temperate,Temperate_Forest,NA,NA,NA,NA,Plant_Dwelling,Surface_Active,NA,Biological_Control,NA,Pitfall_trap,Suction,NA,Abundance,NA,NA,NA,Yes,Trophic_Group,NA,NA,
296,Both,Landscape_Complexity,Flower_Species_Rich,Unspecified,NA,NA,Cropping,Livestock,Silage,Livestock_Grazing,Europe,Scotland,Temperate,Temperate_Forest,55.547222,-4.366667,Riparian,Grassland,Hymenoptera,Lepidoptera,NA,Pollination,NA,Visual,NA,NA,Insect_Flower_Interactions,Richness,Abundance,Evenness,No,NA,NA,NA,
297,Site,Tree_Density,Proportion_Bare_Ground,Unspecified,NA,NA,Unspecified,NA,Unspecified,NA,Europe,Romania,Temperate,Temperate_Forest,NA,NA,Riparian,Forest,Surface_Active,Plant_Dwelling,NA,Biodiversity_Ecosystem_Resilience,NA,Visual,Sweep_Netting,NA,Diversity,Richness,Evenness,Composition,No,NA,NA,NA,
298,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Unspecified,NA,Unspecified,NA,Europe,Czech_Republic,Temperate,Temperate_Forest,50.316667,13.116667,Grassland,Forest,Hymenoptera,NA,NA,Pollination,NA,Pan_trap,NA,NA,Richness,Diversity,Composition,NA,No,NA,NA,NA,
299,Site,Flower_Species_Rich,Flower_Abundance,Organic,NA,NA,Orchid,NA,Apple,NA,Europe,Spain,Temperate,Temperate_Forest,43.5,-5.5,NA,NA,Hymenoptera,Diptera,NA,Pollination,NA,Visual,Sweep_Netting,NA,Richness,Diversity,Insect_Flower_Interactions,NA,No,NA,NA,NA,
300,Both,Soil_Properties,Landscape_Complexity,AgEnviroScheme,NA,NA,Cropping,NA,Wheat,NA,Europe,Hungary,Temperate,Temperate_Forest,NA,NA,Grassland,NA,Coleoptera,Arachnida,NA,Natural_Enemies,NA,Pitfall_trap,NA,NA,Abundance,Richness,Activity,NA,Yes,Size,Hunting_Style,Specialised_Or_Not,
301,Landscape,Proportion_Habitat,NA,Unspecified,NA,NA,Veg_Fruit_Ground,NA,Strawberry,Raspberry,Europe,Scotland,Temperate,Temperate_Forest,NA,NA,Grassland,Woodland,Hymenoptera,Diptera,NA,Pollination,NA,Visual,Exclusion,NA,Abundance,Insect_Flower_Interactions,NA,NA,No,NA,NA,NA,
302,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Livestock,NA,Cattle_Grazing,NA,South_America,Colombia,Tropical_Subtropical,Tropical_Subtropical_Forest,NA,NA,Forest,NA,Coleoptera,NA,NA,Decomp_Soil_Properties,NA,Baited_Pitfall,NA,NA,Richness,Diversity,Evenness,Abundance,Yes,Size,Time_Active,Diet,
303,No_Enviro_Variable,NA,NA,AgEnviroScheme,NA,NA,Veg_Fruit_Ground,NA,Potato,NA,North_America,USA,Temperate,Temperate_Forest,NA,NA,Woodland,Savannah,Coleoptera,NA,NA,Natural_Enemies,NA,Pitfall_trap,Sentinel_Artificial_Prey,NA,Abundance,Diversity,Composition,Predation_Rate,No,NA,NA,NA,
304,No_Enviro_Variable,NA,NA,Conventional,Conservation_Agriculture,NA,Cropping,NA,Soybean,Maize,Europe,Italy,Temperate,Temperate_Forest,NA,NA,Woodland,NA,Coleoptera,Formicidae,Orthoptera,Natural_Enemies,NA,Pitfall_trap,Sentinel_Artificial_Prey,NA,Abundance,Activity,Predation_Rate,NA,Yes,Diet,Size,NA,
305,Landscape,Proportion_Farming,NA,Conventional,Small_Scale_Farm,NA,Cropping,NA,Maize,NA,Africa,Kenya,Tropical_Subtropical,Tropical_Subtropical_Grasslands,0.185833,34.98,NA,NA,Surface_Active,Plant_Dwelling,NA,Biodiversity_Ecosystem_Resilience,NA,Pitfall_trap,Sweep_Netting,NA,Richness,Composition,Evenness,Abundance,Yes,Trophic_Group,NA,NA,
306,Site,Soil_Properties,NA,QSMAS,Conventional,NA,Cropping,NA,Maize,Bean,North_America,Nicaragua,Tropical_Subtropical,Tropical_Subtropical_Forest,13.1525,-86.858889,Forest,NA,Endogeic_Community,Surface_Active,NA,Bio_Indicators,NA,Soil_Monoliths,Leaf_Litter_Sample,Pitfall_trap,Abundance,Diversity,Richness,NA,No,NA,NA,NA,
307,Site,Soil_Properties,NA,Commercial,NA,NA,Cropping,NA,Sugarcane,NA,South_America,Brazil,Tropical_Subtropical,Tropical_Subtropical_Forest,NA,NA,NA,NA,Endogeic_Community,NA,NA,Decomp_Soil_Properties,NA,Soil_Monoliths,NA,NA,Abundance,Diversity,Richness,Composition,No,NA,NA,NA,
308,Site,Landscape_Complexity,Soil_Properties,Conventional,NA,NA,Livestock,NA,Cattle_Grazing,NA,South_America,Multiple,Various,Various,NA,NA,Forest,NA,Endogeic_Community,NA,NA,Decomp_Soil_Properties,NA,Soil_Monoliths,NA,NA,Abundance,Composition,Richness,NA,No,NA,NA,NA,
309,Site,Flower_Species_Rich,NA,AgEnviroScheme,NA,NA,Veg_Fruit_Ground,NA,Vineyard,NA,Europe,England,Temperate,Temperate_Forest,50.797,0.125,NA,NA,Hymenoptera,Diptera,NA,Pollination,NA,Visual,Pan_trap,NA,Abundance,Richness,Composition,NA,No,NA,NA,NA,
310,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Cropping,Aquaculture,Rice,Fish,Asia,China,Temperate,Temperate_Forest,30.913,121.377,NA,NA,Plant_Dwelling,NA,NA,Biological_Control,NA,Beat_Sheet,Visual,NA,Abundance,Spatial_Aggregation,NA,NA,Yes,Trophic_Group,NA,NA,
311,No_Enviro_Variable,NA,NA,Agroecological,NA,NA,Cropping,NA,Cotton,Sesame,Africa,Burkina_Faso,Tropical_Subtropical,Tropical_Subtropical_Grasslands,11.149046,-3.060124,Savannah,NA,Hymenoptera,NA,NA,Pollination,NA,Pan_trap,NA,NA,Abundance,Diversity,Richness,NA,No,NA,NA,NA,
312,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Cropping,NA,Mustard_Plant,NA,Oceania,New_Zealand,Temperate,Temperate_Forest,-43.631644,172.484433,NA,NA,Hymenoptera,NA,NA,Pollination,NA,Visual,NA,NA,Abundance,Insect_Flower_Interactions,NA,NA,No,NA,NA,NA,
313,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Orchid,NA,Apple,Cherry,Oceania,Australia,Temperate,Temperate_Forest,-33.4994,150.5147,Forest,NA,Diptera,NA,NA,Pollination,NA,Pan_trap,Visual,NA,Diversity,Richness,Composition,Insect_Flower_Interactions,No,NA,NA,NA,
314,Site,Flower_Species,NA,Commercial,NA,NA,Cropping,NA,Sunflower,NA,South_America,Argentina,Temperate,Temperate_Grasslands,-26.884722,-60.412222,NA,NA,Flying_Community,Plant_Dwelling,NA,Pollination,NA,Visual,NA,NA,Insect_Flower_Interactions,NA,NA,NA,Yes,Trophic_Group,NA,NA,
